date,open,high,low,close,volume
2021-06-02,60.75,61.31,60.17,60.94,22978321
2021-06-03,60.55,61.41,60.35,61.18,20272800
2021-06-04,61.46,61.7,60.78,61.45,20427829
2021-06-07,61.33,61.73,61.02,61.05,15477933
2021-06-08,61.5,62.48,60.67,62.13,28953425
2021-06-09,62.67,63.42,62.19,62.65,29133005
2021-06-10,63.61,63.98,62.25,62.75,27488724
2021-06-11,63.01,63.19,62.14,62.17,17631706
2021-06-14,62.3,62.78,61.57,62.07,16997233
2021-06-15,62.48,64.4,62.35,64.33,30717113
2021-06-16,64.32,64.8,63.56,64.1,24803200
2021-06-17,63.86,64.46,61.27,61.99,28491845
2021-06-18,61.0,61.55,60.24,60.4,39590708
2021-06-21,60.93,62.7,60.9,62.59,33145434
2021-06-22,62.85,64.01,62.23,63.79,25140400
2021-06-23,64.05,64.7,63.58,64.26,20701600
2021-06-24,64.15,64.56,63.81,64.52,19568400
2021-06-25,64.61,64.93,64.36,64.66,18438313
2021-06-28,64.56,64.56,62.75,63.01,20570045
2021-06-29,63.21,63.77,62.59,62.62,19579300
2021-06-30,62.7,63.23,62.45,63.08,17875500
2021-07-01,64.33,64.42,62.77,63.26,22530300
2021-07-02,63.01,63.32,62.42,63.17,14569537
2021-07-06,62.75,62.76,60.9,61.37,22110800
2021-07-07,61.18,61.81,59.62,60.41,21671400
2021-07-08,59.45,60.71,59.31,60.14,18935949
2021-07-09,60.7,61.45,60.24,61.23,20086000
2021-07-12,60.42,61.5,60.16,61.17,21809420
2021-07-13,61.0,61.51,60.51,60.88,17147347
2021-07-14,61.17,61.73,59.36,59.53,21573600
2021-07-15,59.17,59.7,58.77,58.95,15851100
2021-07-16,59.18,59.26,57.15,57.32,27049513
2021-07-19,55.64,56.2,54.6,55.35,37969100
2021-07-20,55.5,56.6,55.03,55.96,26756115
2021-07-21,56.86,58.3,56.83,57.76,20908727
2021-07-22,57.73,57.74,56.66,57.11,13493809
2021-07-23,57.29,57.29,56.47,57.04,14088200
2021-07-26,57.16,58.65,57.0,58.48,18387606
2021-07-27,58.01,58.01,57.21,57.83,16861419
2021-07-28,58.0,58.63,57.62,58.22,16855300
2021-07-29,59.0,59.33,58.56,58.93,18607819
2021-07-30,58.88,58.88,57.32,57.57,28652808
2021-08-02,57.55,59.06,57.4,57.58,20873800
2021-08-03,57.57,58.41,56.93,58.2,18208200
2021-08-04,57.19,57.88,56.81,56.84,20868323
2021-08-05,57.13,57.7,56.83,57.2,15180200
2021-08-06,57.66,58.07,57.53,57.86,14888500
2021-08-09,57.13,57.52,56.83,57.2,17828210
2021-08-10,57.42,58.36,57.3,58.18,16340241
2021-08-11,58.19,58.5,57.72,58.35,18278629
2021-08-12,57.4,57.79,56.87,57.35,19227450
2021-08-13,57.03,57.07,56.3,56.77,20063000
2021-08-16,56.02,56.09,55.27,55.94,16969045
2021-08-17,55.5,56.3,55.0,55.56,16243700
2021-08-18,55.42,55.81,54.31,54.39,21890519
2021-08-19,53.47,53.71,52.1,52.73,30923509
2021-08-20,52.27,53.14,52.11,52.74,16918300
2021-08-23,53.95,55.06,53.95,54.91,21632614
2021-08-24,55.29,55.85,55.01,55.36,17915600
2021-08-25,55.24,55.77,54.87,55.46,13270317
2021-08-26,55.2,55.54,54.63,54.71,11842622
2021-08-27,55.4,56.21,55.4,55.77,15822500
2021-08-30,56.24,56.34,55.12,55.16,14086122
2021-08-31,54.93,55.31,54.46,54.52,27104134
2021-09-01,54.49,54.76,53.6,53.77,21644100
2021-09-02,54.29,55.64,54.27,55.08,23302226
2021-09-03,55.12,55.32,54.6,54.87,13847890
2021-09-07,54.67,55.27,54.47,54.55,14356405
2021-09-08,54.79,55.18,54.01,54.05,18756725
2021-09-09,53.62,55.0,53.3,54.09,19110800
2021-09-10,55.19,55.23,53.95,53.98,15123700
2021-09-13,54.65,55.93,54.62,55.37,22052300
2021-09-14,55.69,55.77,54.41,54.58,19940300
2021-09-15,55.37,56.53,55.31,56.42,23240900
2021-09-16,56.46,56.46,55.5,55.82,17907200
2021-09-17,55.34,56.75,55.1,55.16,30034434
2021-09-20,53.78,54.17,52.96,53.69,27555100
2021-09-21,54.37,54.51,53.25,53.64,19696800
2021-09-22,54.43,55.91,54.37,55.21,25690630
2021-09-23,55.42,57.24,55.28,57.08,23069407
2021-09-24,56.7,57.82,56.68,57.59,22328600
2021-09-27,58.85,59.8,58.82,59.3,32972244
2021-09-28,59.9,60.48,59.51,59.92,37619300
2021-09-29,59.84,60.19,59.05,59.88,23422802
2021-09-30,60.12,60.17,58.81,58.82,31289624
2021-10-01,59.41,60.99,59.41,60.93,24407339
2021-10-04,61.32,62.07,60.95,61.72,33946700
2021-10-05,62.52,62.7,61.02,61.62,29641600
2021-10-06,60.47,61.12,59.75,60.49,25284920
2021-10-07,60.61,61.08,60.14,60.66,19513600
2021-10-08,61.25,62.42,61.25,62.18,22186900
2021-10-11,63.03,63.06,61.5,61.56,22121500
2021-10-12,61.57,61.98,60.85,61.24,20198600
2021-10-13,60.78,61.39,60.21,61.07,14991717
2021-10-14,61.71,62.22,61.17,62.0,18594501
2021-10-15,62.73,63.07,62.44,62.59,16092605
2021-10-18,63.09,63.14,62.27,62.56,18282800
2021-10-19,62.87,63.61,62.67,63.5,18933200
2021-10-20,62.89,63.87,62.72,63.85,14305200
2021-10-21,63.47,63.64,62.35,62.69,16564635
2021-10-22,62.77,63.22,62.35,63.12,14266846
2021-10-25,63.72,64.42,63.58,64.35,17939800
2021-10-26,64.49,65.94,64.36,65.84,25585100
2021-10-27,65.16,65.25,63.98,64.13,21764500
2021-10-28,63.82,64.47,63.63,64.31,16626405
2021-10-29,65.05,65.36,64.33,64.47,23966325
2021-11-01,65.07,66.08,65.02,65.63,19656447
2021-11-02,65.03,65.45,64.66,64.82,16300049
2021-11-03,64.04,64.45,63.66,63.93,17372800
2021-11-04,64.68,64.89,63.83,64.41,17720122
2021-11-05,65.05,65.33,64.56,65.02,18565134
2021-11-08,65.55,66.38,65.38,65.72,17696033
2021-11-09,65.77,66.37,65.31,66.36,18781338
2021-11-10,65.32,65.65,63.77,64.19,20177215
2021-11-11,64.19,64.83,64.02,64.31,13319300
2021-11-12,63.96,64.37,63.58,63.82,18158900
2021-11-15,63.76,64.77,63.22,64.37,18849200
2021-11-16,64.34,65.37,64.34,65.02,17028700
2021-11-17,64.38,65.24,64.18,64.31,15497000
2021-11-18,64.16,64.53,63.11,63.61,16948200
2021-11-19,61.89,62.03,60.41,60.67,32035500
2021-11-22,60.32,62.54,60.32,61.51,21998749
2021-11-23,62.19,63.38,61.92,63.13,21185932
2021-11-24,62.58,63.85,62.58,63.48,15869700
2021-11-26,60.52,61.42,59.54,61.25,24979600
2021-11-29,62.57,63.14,61.29,61.59,18946400
2021-11-30,60.46,61.19,59.66,59.84,34979825
2021-12-01,60.9,62.03,59.75,59.79,30670130
2021-12-02,59.74,61.58,59.14,61.28,29216045
2021-12-03,61.92,62.23,60.35,60.89,22014734
2021-12-06,61.72,62.16,61.42,61.58,19210511
2021-12-07,62.34,63.03,62.1,62.27,19800400
2021-12-08,62.61,63.19,62.34,62.45,18214420
2021-12-09,62.05,62.77,61.81,62.61,16910332
2021-12-10,63.27,63.35,62.23,63.01,17942400
2021-12-13,62.47,62.72,61.35,61.63,17793708
2021-12-14,61.26,62.47,61.22,61.54,22551145
2021-12-15,61.19,61.5,60.01,61.27,19961900
2021-12-16,61.44,62.45,61.3,61.37,21187800
2021-12-17,60.95,61.28,59.69,60.03,44454945
2021-12-20,58.79,59.25,57.96,59.16,21819305
2021-12-21,59.75,60.68,59.72,60.5,19798900
2021-12-22,60.34,61.37,59.97,60.99,14058338
2021-12-23,61.17,61.84,61.0,61.02,13543300
2021-12-27,60.93,61.95,60.42,61.89,12596340
2021-12-28,61.91,62.31,61.4,61.69,12786873
2021-12-29,61.48,61.6,60.92,61.15,12733601
2021-12-30,61.22,61.6,60.77,60.79,11940300
2021-12-31,60.74,61.47,60.7,61.19,14072000
2022-01-03,61.24,63.6,61.21,63.54,24290187
2022-01-04,64.13,66.19,64.1,65.93,38584046
2022-01-05,66.5,67.61,66.48,66.75,34033300
2022-01-06,68.0,68.48,67.07,68.32,30668514
2022-01-07,68.52,69.18,67.98,68.88,23985401
2022-01-10,68.97,69.17,67.95,68.47,22760316
2022-01-11,68.89,71.4,68.58,71.35,32936140
2022-01-12,71.14,71.81,70.64,71.14,23045100
2022-01-13,71.12,71.58,70.31,70.63,21043200
2022-01-14,70.65,72.15,70.6,71.87,23012900
2022-01-18,72.82,73.88,72.01,73.08,32862824
2022-01-19,73.75,73.86,72.55,73.11,26431636
2022-01-20,72.5,74.37,72.26,73.27,26774600
2022-01-21,73.18,73.18,71.04,72.17,35995200
2022-01-24,70.88,73.08,69.81,72.79,41576131
2022-01-25,72.59,75.24,71.39,74.93,39278417
2022-01-26,75.43,76.0,73.49,74.17,35252400
2022-01-27,75.46,76.01,73.99,75.12,29174700
2022-01-28,74.97,75.62,73.95,75.28,30595700
2022-01-31,74.97,76.42,74.27,75.96,36085500
2022-02-01,76.45,81.51,76.27,80.83,61033100
2022-02-02,80.06,80.81,79.15,80.62,30299322
2022-02-03,80.09,80.31,79.02,79.68,28529400
2022-02-04,80.87,82.53,80.87,81.41,32197543
2022-02-07,81.14,83.08,80.64,82.39,34949215
2022-02-08,82.27,82.5,79.92,80.26,34356300
2022-02-09,79.58,80.03,78.71,79.0,40106115
2022-02-10,78.72,79.68,77.79,78.24,28527700
2022-02-11,78.62,80.32,78.23,80.21,42002100
2022-02-14,79.58,79.84,77.05,78.98,34652800
2022-02-15,76.9,78.19,76.42,77.99,25089507
2022-02-16,78.79,79.73,78.04,78.35,21733800
2022-02-17,78.48,79.12,77.95,78.23,23738816
2022-02-18,77.16,78.17,76.89,77.36,23394800
2022-02-22,79.67,79.79,75.31,76.46,35947800
2022-02-23,76.46,77.47,76.13,76.77,25385006
2022-02-24,79.0,79.03,74.03,75.8,46199900
2022-02-25,76.69,77.99,76.26,77.84,28310300
2022-02-28,76.51,78.93,76.2,78.42,32204637
2022-03-01,78.77,80.65,78.33,79.17,40002342
2022-03-02,80.6,82.15,79.82,80.53,44321400
2022-03-03,79.86,81.77,79.63,81.04,30196611
2022-03-04,81.05,84.28,80.66,84.09,42844527
2022-03-07,84.92,87.23,83.9,87.12,55207908
2022-03-08,89.05,91.51,85.43,87.78,72082300
2022-03-09,84.03,86.57,81.6,82.79,65466700
2022-03-10,84.01,85.68,82.9,85.36,44644244
2022-03-11,84.07,86.23,83.97,84.92,35303400
2022-03-14,83.06,83.45,80.5,81.88,37462621
2022-03-15,78.82,79.17,76.37,77.22,47957901
2022-03-16,77.81,78.62,76.25,76.93,37812300
2022-03-17,78.18,79.15,77.07,78.98,34041918
2022-03-18,79.06,79.39,78.1,78.67,41461500
2022-03-21,80.12,82.52,79.74,82.2,33089300
2022-03-22,81.63,82.2,80.79,81.84,23132202
2022-03-23,83.34,84.27,83.05,83.13,27716309
2022-03-24,83.46,84.65,82.75,83.38,19871630
2022-03-25,82.92,85.49,82.79,85.2,22408177
2022-03-28,83.17,83.31,82.02,82.81,21552400
2022-03-29,80.81,82.49,79.76,82.37,27036300
2022-03-30,83.06,84.01,82.71,83.78,22079009
2022-03-31,82.87,84.4,82.55,82.59,27861500
2022-04-01,81.99,84.14,81.99,83.12,18671100
2022-04-04,83.56,83.66,82.05,83.16,20880035
2022-04-05,83.5,85.07,82.56,82.73,21753103
2022-04-06,83.42,84.7,82.94,83.65,24768200
2022-04-07,83.83,85.44,82.71,85.05,26122000
2022-04-08,85.17,87.21,85.17,86.84,24866507
2022-04-11,85.78,85.93,83.5,83.85,21800100
2022-04-12,85.71,86.82,85.38,85.6,22444200
2022-04-13,86.61,87.11,85.19,86.81,19306829
2022-04-14,86.67,88.46,86.23,87.83,24566440
2022-04-18,88.5,88.89,87.75,88.55,19032300
2022-04-19,88.01,88.66,87.27,87.76,20382626
2022-04-20,87.97,88.5,87.3,87.96,20689408
2022-04-21,88.95,89.8,86.79,87.03,29010900
2022-04-22,86.66,88.12,85.0,85.13,23591604
2022-04-25,82.37,82.66,79.29,82.26,37698300
2022-04-26,82.73,84.72,82.18,82.29,28941500
2022-04-27,83.39,85.48,82.28,84.64,32773024
2022-04-28,84.88,88.14,84.07,87.2,33683800
2022-04-29,88.14,88.14,84.7,85.25,34656500
2022-05-02,85.01,87.04,84.63,86.41,36335203
2022-05-03,86.26,88.78,86.12,88.19,33908100
2022-05-04,89.5,91.88,88.91,91.7,46188400
2022-05-05,92.04,92.05,88.39,90.31,41013416
2022-05-06,90.98,91.82,89.35,91.69,29619347
2022-05-09,89.44,89.56,84.02,84.46,45851625
2022-05-10,85.64,86.89,83.52,85.02,34483209
2022-05-11,86.43,88.94,86.28,86.79,33020628
2022-05-12,85.95,86.38,83.4,86.3,29491522
2022-05-13,87.36,88.95,86.35,88.86,25798443
2022-05-16,88.98,91.98,88.97,90.95,26101216
2022-05-17,91.73,92.45,91.12,92.11,23120700
2022-05-18,92.51,92.92,89.83,90.65,25451243
2022-05-19,89.0,92.3,89.0,91.14,24387400
2022-05-20,91.93,93.59,90.4,91.86,28795031
2022-05-23,92.66,94.77,92.55,93.89,27239334
2022-05-24,92.82,94.79,92.32,94.4,24293327
2022-05-25,94.58,96.53,94.47,96.3,29947847
2022-05-26,96.6,97.43,96.2,96.64,24314829
2022-05-27,95.95,97.93,95.3,97.59,25588800
2022-05-31,98.56,99.78,95.71,96.0,44888128
2022-06-01,97.02,98.71,96.62,97.84,25815400
2022-06-02,97.29,98.1,96.79,97.67,19089105
2022-06-03,97.9,99.66,97.9,99.09,21038200
2022-06-06,99.18,99.78,98.67,98.84,20682100
2022-06-07,99.7,103.43,99.49,103.37,37810233
2022-06-08,103.49,105.57,102.98,104.59,31613200
2022-06-09,103.42,104.57,102.16,102.33,26634335
2022-06-10,101.94,103.35,99.79,100.46,30958348
2022-06-13,97.52,97.77,93.92,95.85,33421049
2022-06-14,97.41,98.67,95.27,96.1,31264024
2022-06-15,95.99,96.57,93.27,94.89,29620800
2022-06-16,92.41,93.13,90.28,91.39,35696748
2022-06-17,90.96,91.35,85.66,86.12,64610200
2022-06-21,88.58,92.53,88.52,91.48,35951500
2022-06-22,87.54,89.76,87.53,87.86,29769627
2022-06-23,88.66,89.05,83.52,85.21,35757209
2022-06-24,86.95,88.4,85.81,86.9,26639000
2022-06-27,87.81,90.04,87.67,89.03,25478700
2022-06-28,91.12,93.24,90.35,91.5,33123000
2022-06-29,92.98,93.2,87.76,88.12,25400938
2022-06-30,86.14,87.6,84.67,85.64,39948100
2022-07-01,86.74,87.88,84.71,87.55,26327900
2022-07-05,86.34,86.7,83.01,84.81,34601325
2022-07-06,83.76,85.23,81.01,83.28,33375726
2022-07-07,85.38,86.76,85.3,85.94,23817400
2022-07-08,86.95,87.3,84.93,86.08,17673819
2022-07-11,85.17,86.12,84.36,85.64,15608348
2022-07-12,83.78,85.05,82.86,84.5,21013014
2022-07-13,83.38,86.31,83.3,84.84,19928602
2022-07-14,81.85,83.31,80.69,83.14,26343031
2022-07-15,84.8,84.88,82.9,84.54,17243749
2022-07-18,86.58,87.94,85.75,86.1,19395810
2022-07-19,86.42,88.52,86.25,88.27,18248903
2022-07-20,87.58,89.65,87.25,89.24,16584414
2022-07-21,86.93,87.8,85.21,87.75,21375700
2022-07-22,87.55,88.47,86.63,87.08,15479500
2022-07-25,88.16,90.13,87.42,89.98,17536400
2022-07-26,91.13,91.28,89.0,89.63,15141200
2022-07-27,90.28,92.0,89.4,91.57,18047000
2022-07-28,92.18,93.25,91.01,92.64,20353100
2022-07-29,94.45,97.52,94.1,96.93,29825829
2022-08-01,94.79,95.35,93.23,94.48,20793200
2022-08-02,94.69,95.2,93.82,94.07,16722504
2022-08-03,94.42,94.42,90.79,91.02,23580814
2022-08-04,90.31,90.34,86.43,87.19,31821500
2022-08-05,86.36,89.69,86.28,88.45,17408032
2022-08-08,88.61,89.6,88.22,88.95,14467146
2022-08-09,90.05,91.61,89.95,90.59,19083427
2022-08-10,90.68,91.79,89.19,91.45,18302000
2022-08-11,91.84,94.3,91.44,93.19,18797900
2022-08-12,92.48,94.02,92.11,94.0,15058217
2022-08-15,90.53,92.73,89.66,92.32,20755230
2022-08-16,92.03,92.89,91.29,91.46,14038213
2022-08-17,91.27,93.21,90.92,92.2,13678045
2022-08-18,93.15,95.31,93.09,94.38,17770400
2022-08-19,94.16,95.2,93.8,94.08,16128600
2022-08-22,93.42,94.49,91.86,94.01,16019928
2022-08-23,95.55,98.41,95.45,98.0,23764738
2022-08-24,98.01,98.97,97.36,98.58,17050307
2022-08-25,98.92,99.86,98.1,99.09,15305729
2022-08-26,98.77,99.91,97.42,97.87,15531400
2022-08-29,98.18,101.56,98.14,100.12,23059214
2022-08-30,98.36,98.62,95.82,96.31,17086838
2022-08-31,94.03,96.84,93.59,95.59,18340900
2022-09-01,94.42,95.07,92.29,93.87,16423000
2022-09-02,96.35,96.79,95.11,95.59,18206807
2022-09-06,96.16,96.59,94.51,94.95,19201532
2022-09-07,93.19,94.59,92.3,94.14,16274700
2022-09-08,94.66,95.42,93.72,94.91,18759208
2022-09-09,96.52,97.0,95.32,96.5,17161438
2022-09-12,97.65,99.19,96.88,97.61,16118943
2022-09-13,96.61,97.78,94.91,95.33,18229124
2022-09-14,96.19,98.56,96.15,97.67,22655700
2022-09-15,96.22,96.54,94.05,94.83,21092300
2022-09-16,95.07,95.34,92.0,93.21,37874705
2022-09-19,91.01,93.49,91.0,93.2,15342110
2022-09-20,92.73,92.93,91.64,92.44,14712518
2022-09-21,93.57,93.88,90.87,90.95,17332419
2022-09-22,92.2,92.66,90.52,90.57,16139400
2022-09-23,87.5,87.5,84.85,85.75,27738816
2022-09-26,84.9,86.22,83.89,83.98,22043400
2022-09-27,85.61,86.96,84.81,85.74,17307300
2022-09-28,86.12,89.3,85.92,88.86,19543315
2022-09-29,88.18,89.36,87.13,88.68,17896011
2022-09-30,88.17,89.04,87.31,87.31,21357600
2022-10-03,90.04,92.36,89.72,91.92,23881332
2022-10-04,93.24,95.36,92.71,95.27,22133711
2022-10-05,95.75,99.99,95.66,99.12,34857700
2022-10-06,98.47,102.18,98.33,102.06,29124717
2022-10-07,102.19,103.32,100.18,101.03,24507647
2022-10-10,101.49,102.03,98.72,98.84,16786100
2022-10-11,97.22,99.76,96.75,98.0,17804127
2022-10-12,97.5,98.91,97.23,98.43,12635800
2022-10-13,97.55,102.45,97.4,101.87,22019142
2022-10-14,101.12,102.24,99.04,99.19,15229626
2022-10-17,101.07,101.97,100.5,100.62,14283231
2022-10-18,101.54,102.35,99.23,100.8,14065435
2022-10-19,101.25,103.99,101.23,103.79,20921704
2022-10-20,104.32,105.0,103.41,103.93,17649025
2022-10-21,104.45,106.4,103.91,105.86,22814149
2022-10-24,105.66,107.68,105.12,106.6,17024239
2022-10-25,106.41,107.33,105.07,105.88,15719805
2022-10-26,106.26,107.83,106.0,107.14,17390414
2022-10-27,108.41,109.58,107.42,107.55,18214023
2022-10-28,109.46,111.21,108.12,110.7,28169441
2022-10-31,109.5,112.91,109.44,110.81,26401838
2022-11-01,112.37,112.57,110.65,111.91,22213143
2022-11-02,111.58,112.1,109.31,109.61,20661778
2022-11-03,108.58,111.82,108.31,111.1,17103700
2022-11-04,113.0,113.5,110.8,112.31,17541500
2022-11-07,112.41,113.99,112.13,113.64,16008044
2022-11-08,113.48,114.66,112.6,114.0,14661028
2022-11-09,113.1,113.28,108.57,108.9,19522800
2022-11-10,110.19,110.7,107.57,110.5,20146732
2022-11-11,112.58,114.5,112.49,113.95,20518900
2022-11-14,112.63,114.64,112.49,113.37,20858300
2022-11-15,113.8,114.53,112.87,114.13,19373800
2022-11-16,113.44,114.26,111.86,112.91,13591000
2022-11-17,111.29,113.2,110.75,113.06,12435740
2022-11-18,110.9,112.48,109.61,112.08,15415025
2022-11-21,109.99,111.2,107.48,110.97,20973000
2022-11-22,112.21,114.47,111.43,114.18,17719100
2022-11-23,112.32,113.95,112.1,113.61,11546700
2022-11-25,113.88,114.61,113.06,113.21,7136013
2022-11-28,110.66,111.46,109.62,109.81,23017671
2022-11-29,110.61,111.8,109.79,110.54,14453200
2022-11-30,111.54,111.9,109.78,111.34,23158100
2022-12-01,111.64,112.07,110.18,110.8,14398314
2022-12-02,109.51,111.71,109.2,109.86,15248400
2022-12-05,110.7,111.36,105.94,106.85,19287746
2022-12-06,105.9,107.04,103.15,103.88,21197000
2022-12-07,103.78,104.85,102.37,103.65,20061729
2022-12-08,106.28,106.8,103.71,104.42,21128800
2022-12-09,104.59,105.95,103.3,103.54,21298200
2022-12-12,103.83,106.24,103.59,106.09,20413200
2022-12-13,107.8,108.54,107.02,107.25,24305345
2022-12-14,107.99,108.3,105.75,106.46,17597334
2022-12-15,105.33,106.17,103.7,105.44,15367888
2022-12-16,103.69,105.58,103.13,104.7,54596623
2022-12-19,105.26,106.2,104.38,105.17,13611124
2022-12-20,105.17,107.51,105.07,106.69,14680004
2022-12-21,108.29,108.59,107.16,108.06,13565400
2022-12-22,107.89,108.19,104.1,105.88,13215496
2022-12-23,106.95,108.74,106.9,108.68,11539448
2022-12-27,109.27,110.47,108.83,110.19,11962100
2022-12-28,109.91,110.0,107.9,108.38,10702100
2022-12-29,107.99,109.72,107.99,109.2,10534028
2022-12-30,108.61,110.5,108.61,110.3,11799640
2023-01-03,109.78,110.02,105.49,106.51,15146200
2023-01-04,104.8,107.16,104.76,106.82,18058400
2023-01-05,106.34,109.95,106.31,109.21,15946600
2023-01-06,110.08,111.99,109.67,110.53,16348131
2023-01-09,111.64,111.64,107.81,108.47,17964600
2023-01-10,109.79,110.33,108.01,110.09,15104600
2023-01-11,110.99,111.45,109.09,111.37,16710400
2023-01-12,111.82,113.74,111.74,113.22,15357321
2023-01-13,113.11,113.49,112.16,113.15,12011400
2023-01-17,113.41,114.08,112.67,112.93,16542201
2023-01-18,113.26,114.12,110.4,110.61,16399700
2023-01-19,110.07,112.13,109.58,111.32,12928021
2023-01-20,111.36,113.44,110.61,113.35,16515614
2023-01-23,113.64,114.59,112.64,112.76,16584422
2023-01-24,112.66,114.12,112.63,113.81,13583025
2023-01-25,113.23,113.65,111.39,113.21,11914700
2023-01-26,114.72,117.78,114.34,117.76,21019700
2023-01-27,116.95,117.67,115.39,115.61,15179207
2023-01-30,115.09,115.49,113.15,113.56,18672100
2023-01-31,112.1,116.4,110.43,116.01,27861849
2023-02-01,115.83,117.38,113.34,114.74,19464900
2023-02-02,114.85,115.07,109.83,111.15,24562123
2023-02-03,111.9,114.11,111.56,111.92,20226609
2023-02-06,112.36,113.09,110.32,111.73,13855205
2023-02-07,112.39,115.31,112.02,114.92,16013314
2023-02-08,115.05,115.83,113.85,113.92,18459700
2023-02-09,114.62,116.24,114.18,114.35,17439311
2023-02-10,116.51,119.63,116.16,119.17,24918616
2023-02-13,117.72,118.18,115.9,117.8,14536241
2023-02-14,117.01,117.81,116.02,116.42,12079000
2023-02-15,115.72,116.09,114.14,116.07,13673360
2023-02-16,115.31,116.78,114.8,115.73,11360604
2023-02-17,114.19,114.19,110.98,111.28,20758331
2023-02-21,110.81,112.38,110.81,111.17,14469431
2023-02-22,110.48,110.97,108.64,109.73,13973841
2023-02-23,110.73,111.83,109.9,110.74,11289402
2023-02-24,109.33,110.96,109.02,110.75,14351036
2023-02-27,110.8,111.26,109.96,110.55,11710500
2023-02-28,111.24,111.36,109.22,109.91,18107031
2023-03-01,109.31,111.86,109.24,110.89,13200000
2023-03-02,110.62,111.7,110.17,111.4,10343084
2023-03-03,110.05,113.37,109.95,112.81,13006713
2023-03-06,111.99,113.84,111.87,113.81,14347410
2023-03-07,112.81,113.17,111.17,111.61,11525300
2023-03-08,111.23,112.42,109.07,109.98,13509818
2023-03-09,110.87,112.23,109.03,109.13,12961244
2023-03-10,109.56,111.04,107.15,107.78,15796424
2023-03-13,105.34,107.86,103.72,106.54,20745625
2023-03-14,106.35,109.01,104.96,106.94,18263512
2023-03-15,102.82,104.2,100.22,101.62,25733800
2023-03-16,99.11,101.68,98.02,101.03,27476785
2023-03-17,100.6,101.61,99.14,99.84,43199500
2023-03-20,99.63,102.48,99.5,102.45,32042306
2023-03-21,104.17,107.28,104.13,107.04,31592310
2023-03-22,106.8,107.18,104.56,104.59,14952700
2023-03-23,105.36,106.34,102.44,103.41,14385900
2023-03-24,101.47,103.85,100.91,103.53,13405812
2023-03-27,104.74,106.48,103.91,105.8,14805911
2023-03-28,105.44,107.65,105.19,107.12,11047600
2023-03-29,108.06,109.16,107.49,108.96,14219122
2023-03-30,109.55,109.57,108.52,109.49,11578200
2023-03-31,109.68,110.17,109.05,109.66,14418000
2023-04-03,113.39,116.85,113.12,116.13,28087700
2023-04-04,116.26,116.7,114.17,115.02,16365500
2023-04-05,115.35,117.0,114.31,116.99,16479500
2023-04-06,116.86,117.18,114.77,115.05,15778000
2023-04-10,114.78,116.18,114.17,114.54,13006600
2023-04-11,114.96,116.2,114.38,115.35,11758500
2023-04-12,116.16,116.59,114.93,115.23,10919022
2023-04-13,114.6,115.89,114.13,115.77,12399700
2023-04-14,115.9,116.66,115.12,116.05,11530828
2023-04-17,115.49,116.51,114.42,114.7,13260400
2023-04-18,114.39,117.21,114.3,116.94,17436140
2023-04-19,116.08,116.9,115.77,116.57,10682605
2023-04-20,115.13,115.68,113.23,115.64,17038747
2023-04-21,116.49,116.88,115.26,116.01,14315329
